inn,year,revenue,clear_profit,taxes,interest,ebit
1647016553,2023,114906.0,777.0,-194.0,0.0,583.0
1647016553,2022,94027.0,172.0,-48.0,0.0,124.0
1647016553,2021,61718.0,3.0,-10.0,0.0,-7.0
5906102890,2024,1940611.0,60590.0,-22289.0,68677.0,106978.0
5906102890,2023,1431753.0,113768.0,-29461.0,24305.0,108612.0
5906102890,2022,842305.0,63724.0,-22047.0,16.0,41693.0
5906102890,2021,629291.0,76370.0,-20990.0,162.0,55542.0
3445095549,2024,27962.0,13536.0,1132.0,0.0,14668.0
3445095549,2023,18130.0,7901.0,546.0,0.0,8447.0
3445095549,2022,13257.0,2460.0,356.0,0.0,2816.0
3445095549,2021,16808.0,6886.0,300.0,0.0,7186.0
1659188878,2024,167429.0,20445.0,3407.0,384.0,24236.0
1659188878,2023,320643.0,8762.0,-2521.0,0.0,6241.0
1659188878,2022,128994.0,3000.0,-830.0,0.0,2170.0
1659188878,2021,209543.0,3676.0,-900.0,0.0,2776.0
5038096300,2023,1436155.0,972.0,1093.0,0.0,2065.0
5038096300,2022,965356.0,1981.0,902.0,0.0,2883.0
5038096300,2021,448068.0,2571.0,501.0,6.0,3078.0
7705808840,2024,0.0,0.0,0.0,0.0,0.0
7705808840,2023,0.0,0.0,0.0,0.0,0.0
7705808840,2022,0.0,-616.0,0.0,616.0,0.0
7705808840,2021,0.0,-14406.0,0.0,451.0,-13955.0
5505059044,2023,96068.0,2.0,-8.0,0.0,-6.0
5505059044,2022,189725.0,-1870.0,0.0,1468.0,-402.0
5505059044,2021,112208.0,1447.0,-344.0,0.0,1103.0
7719093310,2024,324939.0,1301.0,-1640.0,0.0,-339.0
7719093310,2023,817445.0,6125.0,-1613.0,0.0,4512.0
7719093310,2022,1427365.0,4791.0,-1503.0,0.0,3288.0
7719093310,2021,1110982.0,8617.0,-2504.0,0.0,6113.0
7328078096,2024,47.0,-904.0,75.0,0.0,-829.0
7328078096,2023,80.0,5971.0,-1199.0,1.0,4773.0
7328078096,2022,159.0,-740.0,143.0,0.0,-597.0
7328078096,2021,48292.0,-38104.0,7778.0,1152.0,-29174.0
5506197142,2024,103659.0,8368.0,0.0,0.0,8368.0
5506197142,2023,18452.0,6840.0,0.0,0.0,6840.0
5506197142,2022,14298.0,3560.0,0.0,0.0,3560.0
9721074446,2024,342065.0,25140.0,6528.0,0.0,31668.0
9721074446,2023,4654.0,-6282.0,21.0,0.0,-6261.0
9721074446,2022,9409.0,40.0,10.0,0.0,50.0
9721074446,2021,568201.0,6755.0,1689.0,0.0,8444.0
7722772312,2024,514406.0,3825.0,-1287.0,9.0,2547.0
7722772312,2023,370027.0,5762.0,-1802.0,571.0,4531.0
7722772312,2022,199700.0,6183.0,-1597.0,134.0,4720.0
7722772312,2021,84418.0,6998.0,-1812.0,85.0,5271.0
7814608030,2024,0.0,-30414.0,0.0,0.0,-30414.0
7814608030,2023,1.0,-9922.0,0.0,0.0,-9922.0
7814608030,2022,1744.0,1942.0,-759.0,0.0,1183.0
7814608030,2021,176552.0,1111.0,-421.0,0.0,690.0
5050154260,2024,0.0,-6167.0,0.0,0.0,-6167.0
5050154260,2023,386144.0,26030.0,-6507.0,0.0,19523.0
5050154260,2022,198691.0,383.0,-96.0,0.0,287.0
6446009717,2024,60143.0,1132.0,674.0,0.0,1806.0
6446009717,2023,52694.0,1057.0,264.0,0.0,1321.0
6446009717,2022,90105.0,897.0,224.0,0.0,1121.0
6446009717,2021,48925.0,1208.0,727.0,0.0,1935.0
276130367,2022,11395.0,115.0,-29.0,0.0,86.0
276130367,2021,68549.0,344.0,-139.0,0.0,205.0
2901249300,2024,68276.0,484.0,0.0,0.0,484.0
2901249300,2023,100744.0,-23844.0,0.0,0.0,-23844.0
2901249300,2022,204684.0,356.0,0.0,0.0,356.0
2901249300,2021,143591.0,17769.0,0.0,0.0,17769.0
6684029535,2024,54123.0,0.0,-273.0,0.0,-273.0
6684029535,2023,117596.0,2900.0,-725.0,0.0,2175.0
6684029535,2022,139137.0,3659.0,-914.0,0.0,2745.0
6684029535,2021,209681.0,2861.0,-716.0,0.0,2145.0
5027211390,2024,282829.0,22317.0,-4248.0,0.0,18069.0
5027211390,2023,250573.0,17913.0,-1244.0,0.0,16669.0
5027211390,2022,308249.0,29079.0,-8610.0,0.0,20469.0
5027211390,2021,231354.0,25047.0,-5536.0,0.0,19511.0
7703808771,2024,0.0,0.0,0.0,0.0,0.0
7703808771,2023,0.0,-383.0,0.0,0.0,-383.0
7703808771,2022,0.0,-82.0,0.0,0.0,-82.0
7703808771,2021,1314.0,-380.0,0.0,0.0,-380.0
4401191600,2024,349028.0,47481.0,2854.0,0.0,50335.0
4401191600,2023,203094.0,738.0,3258.0,0.0,3996.0
4401191600,2022,306730.0,73489.0,2251.0,0.0,75740.0
4401191600,2021,192207.0,13100.0,1982.0,0.0,15082.0
7743211893,2024,12795.0,438.0,93.0,72.0,603.0
7743211893,2023,26925.0,3143.0,378.0,14.0,3535.0
7743211893,2022,18239.0,1249.0,1.0,21.0,1271.0
7743211893,2021,87148.0,8178.0,-1795.0,131.0,6514.0
5406998100,2024,190542.0,-989.0,1925.0,0.0,936.0
5406998100,2023,164121.0,29833.0,0.0,0.0,29833.0
5406998100,2022,123149.0,2197.0,0.0,0.0,2197.0
5406998100,2021,104143.0,43.0,0.0,0.0,43.0
7733886992,2022,1833669.0,12621.0,-3216.0,1464.0,10869.0
7733886992,2021,2288441.0,13798.0,-3584.0,1600.0,11814.0
7707065421,2022,5503.0,215.0,-54.0,0.0,161.0
7707065421,2021,130096.0,264.0,-66.0,0.0,198.0
4706026696,2024,0.0,19.0,-59.0,0.0,-40.0
4706026696,2023,3335.0,-7717.0,0.0,0.0,-7717.0
4706026696,2022,113871.0,-13098.0,0.0,0.0,-13098.0
4706026696,2021,280500.0,209.0,-2487.0,1285.0,-993.0
3444259931,2024,3381306.0,176478.0,-47812.0,0.0,128666.0
3444259931,2023,1194722.0,21566.0,-11101.0,313.0,10778.0
3444259931,2022,619007.0,13125.0,-2456.0,516.0,11185.0
3444259931,2021,593071.0,74546.0,-19025.0,9142.0,64663.0
7708262060,2025,2122910.0,64025.0,-24692.0,2051.0,41384.0
7708262060,2024,1108933.0,31115.0,-9524.0,0.0,21591.0
7708262060,2023,1754655.0,46789.0,-14340.0,0.0,32449.0
7708262060,2022,1429411.0,37039.0,-8974.0,0.0,28065.0
7708262060,2021,452065.0,17767.0,-3899.0,0.0,13868.0
6027187639,2024,78521.0,306.0,196.0,818.0,1320.0
6027187639,2023,47947.0,5848.0,580.0,0.0,6428.0
6027187639,2022,36709.0,-24843.0,174.0,1759.0,-22910.0
6027187639,2021,52809.0,1375.0,80.0,1759.0,3214.0
1400005728,2024,223737.0,18781.0,3041.0,3403.0,25225.0
1400005728,2023,640601.0,16989.0,4216.0,0.0,21205.0
1400005728,2022,243864.0,4110.0,1018.0,0.0,5128.0
7802877367,2024,908204.0,146.0,-1087.0,0.0,-941.0
7802877367,2023,321956.0,15283.0,-1716.0,0.0,13567.0
7802877367,2022,277185.0,212.0,25.0,0.0,237.0
7802877367,2021,296480.0,1744.0,251.0,0.0,1995.0
1901076871,2024,3018.0,-1676.0,0.0,0.0,-1676.0
1901076871,2023,923.0,-10368.0,0.0,0.0,-10368.0
1901076871,2022,137025.0,-51400.0,0.0,0.0,-51400.0
1901076871,2021,49531.0,-77.0,-11.0,0.0,-88.0
7811600890,2024,8534.0,157.0,-39.0,0.0,118.0
7811600890,2023,168955.0,1816.0,-454.0,0.0,1362.0
7811600890,2022,171474.0,2031.0,-507.0,0.0,1524.0
7811600890,2021,216213.0,2361.0,-590.0,0.0,1771.0
7723558350,2024,769990.0,68156.0,-18085.0,0.0,50071.0
7723558350,2023,506735.0,86370.0,-22172.0,0.0,64198.0
7723558350,2022,482540.0,56725.0,-16942.0,0.0,39783.0
7723558350,2021,419013.0,32098.0,-8811.0,0.0,23287.0
9701000566,2023,0.0,-3579.0,0.0,0.0,-3579.0
9701000566,2022,0.0,-1001.0,0.0,0.0,-1001.0
9701000566,2021,0.0,-1171.0,0.0,0.0,-1171.0
2315180583,2024,6674.0,-30521.0,-3770.0,18577.0,-15714.0
2315180583,2023,410950.0,-26722.0,6677.0,7159.0,-12886.0
2315180583,2022,268190.0,-4643.0,5142.0,-3672.0,-3173.0
2315180583,2021,63716.0,-11463.0,3819.0,1846.0,-5798.0
5017058706,2024,187781.0,754.0,-1661.0,1881.0,974.0
5017058706,2023,48227.0,526.0,-640.0,0.0,-114.0
5017058706,2022,48044.0,307.0,-455.0,0.0,-148.0
5017058706,2021,54388.0,892.0,-390.0,0.0,502.0
7729161986,2024,491627.0,17686.0,-3658.0,6849.0,20877.0
7729161986,2023,160751.0,2110.0,-1607.0,5191.0,5694.0
7729161986,2022,219081.0,2065.0,-1110.0,0.0,955.0
7729161986,2021,123754.0,4543.0,-719.0,50.0,3874.0
7743142960,2024,979511.0,2778.0,-694.0,4692.0,6776.0
7743142960,2023,488125.0,5064.0,-1172.0,353.0,4245.0
7743142960,2022,143036.0,6503.0,-1215.0,745.0,6033.0
7743142960,2021,172806.0,652.0,0.0,44.0,696.0
7602102154,2024,40813.0,145.0,618.0,201.0,964.0
7602102154,2023,150909.0,215.0,1037.0,359.0,1611.0
7602102154,2022,122336.0,167.0,1581.0,0.0,1748.0
7602102154,2021,125036.0,170.0,1363.0,0.0,1533.0
2465322847,2024,183421.0,5098.0,-1275.0,0.0,3823.0
2465322847,2023,279817.0,6922.0,-1731.0,0.0,5191.0
2465322847,2022,145652.0,4898.0,-1224.0,0.0,3674.0
2465322847,2021,201830.0,5465.0,-1366.0,29.0,4128.0
8601057493,2024,678126.0,8467.0,-130.0,2058.0,10395.0
8601057493,2023,313240.0,252.0,-1715.0,1651.0,188.0
8601057493,2022,212480.0,303.0,-2593.0,508.0,-1782.0
8601057493,2021,227373.0,9730.0,-107.0,0.0,9623.0
7804598295,2024,433814.0,13083.0,-29765.0,0.0,-16682.0
7804598295,2023,1382846.0,8055.0,-2147.0,0.0,5908.0
7804598295,2022,533902.0,2837.0,-710.0,0.0,2127.0
7804598295,2021,1568492.0,15958.0,-4007.0,0.0,11951.0
7105521860,2024,128033.0,8724.0,174.0,0.0,8898.0
7105521860,2023,266492.0,2331.0,407.0,2.0,2740.0
7105521860,2022,196003.0,1009.0,1241.0,0.0,2250.0
7105521860,2021,84599.0,195.0,48.0,0.0,243.0
544018490,2025,22131.0,768.0,0.0,0.0,768.0
544018490,2024,16917.0,857.0,0.0,0.0,857.0
544018490,2023,95994.0,124.0,0.0,0.0,124.0
544018490,2022,316269.0,0.0,0.0,0.0,0.0
544018490,2021,153638.0,210.0,0.0,0.0,210.0
6950045650,2024,14284.0,110.0,-54.0,0.0,56.0
6950045650,2023,23827.0,-1328.0,207.0,0.0,-1121.0
6950045650,2022,2624.0,-586.0,145.0,0.0,-441.0
6950045650,2021,56267.0,-733.0,177.0,0.0,-556.0
9717113100,2024,409813.0,30340.0,-8408.0,0.0,21932.0
9717113100,2023,369825.0,16807.0,-6797.0,0.0,10010.0
9717113100,2022,291861.0,4089.0,-1561.0,0.0,2528.0
7811150634,2024,48498.0,2357.0,-569.0,0.0,1788.0
7811150634,2023,56374.0,4656.0,-1139.0,0.0,3517.0
7811150634,2022,28566.0,7147.0,-1835.0,0.0,5312.0
7811150634,2021,51862.0,3309.0,-811.0,0.0,2498.0
5012078392,2024,0.0,0.0,0.0,0.0,0.0
5012078392,2023,0.0,0.0,0.0,0.0,0.0
5012078392,2022,6100.0,3255.0,842.0,0.0,4097.0
5012078392,2021,61000.0,-33297.0,2483.0,0.0,-30814.0
9705133912,2024,521926.0,5895.0,1253.0,2773.0,9921.0
9705133912,2023,328653.0,1245.0,5076.0,0.0,6321.0
9705133912,2022,125962.0,-4210.0,2202.0,0.0,-2008.0
9705133912,2021,231776.0,14054.0,2861.0,0.0,16915.0
1701042970,2024,66591.0,906.0,0.0,0.0,906.0
1701042970,2023,285785.0,42537.0,-7449.0,0.0,35088.0
1701042970,2022,182306.0,2800.0,0.0,0.0,2800.0
1701042970,2021,64172.0,-6326.0,0.0,0.0,-6326.0
7839404663,2024,0.0,50.0,108.0,0.0,158.0
7839404663,2023,0.0,-9469.0,14.0,0.0,-9455.0
7839404663,2022,0.0,-140799.0,0.0,0.0,-140799.0
7839404663,2021,1999.0,-22941.0,91.0,0.0,-22850.0
7801631836,2024,723152.0,71982.0,18016.0,0.0,89998.0
7801631836,2023,708931.0,58320.0,-12463.0,0.0,45857.0
7801631836,2022,616445.0,45432.0,9914.0,0.0,55346.0
7801631836,2021,521938.0,52328.0,12759.0,0.0,65087.0
2724158596,2024,0.0,-208.0,0.0,0.0,-208.0
2724158596,2023,64356.0,-103620.0,0.0,3083.0,-100537.0
2724158596,2022,740010.0,55.0,-14.0,23479.0,23520.0
2724158596,2021,526772.0,629.0,-157.0,23028.0,23500.0
2206002750,2024,211789.0,3071.0,2779.0,0.0,5850.0
2206002750,2023,164726.0,3270.0,2670.0,0.0,5940.0
2206002750,2022,143012.0,2990.0,1247.0,15.0,4252.0
2206002750,2021,143779.0,3324.0,1548.0,249.0,5121.0
7810423293,2024,123835.0,192.0,1724.0,1454.0,3370.0
7810423293,2023,114832.0,2645.0,2066.0,1364.0,6075.0
7810423293,2022,110438.0,2189.0,3542.0,630.0,6361.0
7810423293,2021,112691.0,1500.0,3192.0,588.0,5280.0
7804403002,2024,82306.0,110.0,-27.0,0.0,83.0
7804403002,2023,420370.0,9439.0,-5370.0,0.0,4069.0
7804403002,2022,903058.0,20638.0,-5159.0,0.0,15479.0
7804403002,2021,165202.0,4956.0,-1239.0,0.0,3717.0
3849020250,2024,594384.0,4497.0,-1124.0,0.0,3373.0
3849020250,2023,172288.0,2490.0,-622.0,0.0,1868.0
3849020250,2022,297363.0,3584.0,0.0,0.0,3584.0
3849020250,2021,267806.0,2253.0,0.0,0.0,2253.0
5029081675,2024,935759.0,-131336.0,-93165.0,0.0,-224501.0
5029081675,2023,669074.0,-202854.0,56347.0,0.0,-146507.0
5029081675,2022,881279.0,49443.0,-34766.0,0.0,14677.0
5029081675,2021,1149648.0,7933.0,-10991.0,0.0,-3058.0
7726455593,2024,63015.0,452.0,127.0,0.0,579.0
7726455593,2023,77326.0,503.0,-875.0,0.0,-372.0
7726455593,2022,70706.0,-2343.0,-586.0,0.0,-2929.0
7726455593,2021,108501.0,1474.0,369.0,0.0,1843.0
6909007540,2024,100452.0,30096.0,2907.0,0.0,33003.0
6909007540,2023,17381.0,389.0,1251.0,0.0,1640.0
6909007540,2022,4757.0,-1078.0,839.0,0.0,-239.0
6909007540,2021,11174.0,438.0,302.0,0.0,740.0
3255056301,2024,264614.0,9050.0,-2646.0,0.0,6404.0
3255056301,2023,56949.0,296.0,-569.0,0.0,-273.0
3255056301,2022,32399.0,340.0,-374.0,1788.0,1754.0
3255056301,2021,86485.0,287.0,-889.0,3028.0,2426.0
7720864977,2022,296346.0,8.0,-2.0,0.0,6.0
4205306734,2024,15296.0,589.0,204.0,0.0,793.0
4205306734,2023,10587.0,562.0,138.0,0.0,700.0
4205306734,2022,3199.0,466.0,146.0,0.0,612.0
4205306734,2021,19061.0,271.0,469.0,0.0,740.0
7107109405,2022,25437.0,-38159.0,580.0,0.0,-37579.0
7107109405,2021,80142.0,-15133.0,984.0,0.0,-14149.0
1327020487,2024,10558.0,1769.0,130.0,0.0,1899.0
1327020487,2023,8557.0,-2321.0,80.0,0.0,-2241.0
1327020487,2022,7145.0,378.0,67.0,0.0,445.0
1327020487,2021,6637.0,578.0,62.0,0.0,640.0
6452043441,2021,66001.0,2335.0,75.0,0.0,2410.0
1502046508,2024,28658.0,2907.0,2687.0,0.0,5594.0
1502046508,2023,23795.0,251.0,-226.0,0.0,25.0
1502046508,2022,104610.0,55329.0,12819.0,0.0,68148.0
1502046508,2021,110680.0,2300.0,-747.0,0.0,1553.0
6027099196,2024,607666.0,88139.0,22506.0,216.0,110861.0
6027099196,2023,413404.0,51874.0,13154.0,2195.0,67223.0
6027099196,2022,300221.0,1196.0,6844.0,3356.0,11396.0
6027099196,2021,112161.0,1753.0,3032.0,1105.0,5890.0
7536074367,2024,73389.0,1024.0,-256.0,0.0,768.0
7536074367,2023,73059.0,957.0,-1154.0,0.0,-197.0
7536074367,2022,106399.0,-12618.0,0.0,0.0,-12618.0
7536074367,2021,167984.0,3728.0,-932.0,0.0,2796.0
7807359150,2022,45657.0,875.0,244.0,0.0,1119.0
7807359150,2021,59715.0,1804.0,447.0,0.0,2251.0
3616023554,2024,68488.0,-67.0,674.0,0.0,607.0
3616023554,2023,68434.0,-29.0,466.0,0.0,437.0
3616023554,2022,68176.0,-1284.0,398.0,0.0,-886.0
3616023554,2021,189559.0,51.0,1259.0,0.0,1310.0
5528212330,2022,1517911.0,115.0,0.0,0.0,115.0
7721248057,2024,652641.0,20590.0,5071.0,0.0,25661.0
7721248057,2023,338867.0,9486.0,2120.0,0.0,11606.0
7721248057,2022,243298.0,9317.0,2411.0,0.0,11728.0
7721248057,2021,314328.0,7653.0,1973.0,0.0,9626.0
277114424,2024,195867.0,2006.0,1712.0,0.0,3718.0
277114424,2023,123770.0,2876.0,536.0,0.0,3412.0
277114424,2022,98900.0,5998.0,415.0,0.0,6413.0
277114424,2021,211040.0,6096.0,799.0,63.0,6958.0
9102027030,2025,10668.0,188.0,215.0,0.0,403.0
9102027030,2024,8574.0,336.0,171.0,0.0,507.0
9102027030,2023,7152.0,426.0,145.0,0.0,571.0
9102027030,2022,4729.0,-2253.0,98.0,0.0,-2155.0
9102027030,2021,9027.0,508.0,189.0,0.0,697.0
7722264703,2023,6483.0,919.0,-236.0,0.0,683.0
7722264703,2022,99420.0,1945.0,-723.0,0.0,1222.0
7722264703,2021,24163.0,3320.0,-1081.0,0.0,2239.0
4025024360,2024,0.0,-195.0,0.0,0.0,-195.0
4025024360,2023,38719.0,16335.0,-4095.0,0.0,12240.0
4025024360,2022,288790.0,65809.0,-16396.0,0.0,49413.0
4025024360,2021,222358.0,1405.0,0.0,0.0,1405.0
5753054300,2024,634972.0,4121.0,-3098.0,0.0,1023.0
5753054300,2023,353507.0,3755.0,-584.0,0.0,3171.0
5753054300,2022,328233.0,3592.0,-428.0,0.0,3164.0
5753054300,2021,503313.0,5518.0,-320.0,0.0,5198.0
9723043933,2024,141830.0,1593.0,398.0,1372.0,3363.0
9723043933,2023,119709.0,2644.0,661.0,664.0,3969.0
9723043933,2022,112364.0,1253.0,313.0,0.0,1566.0
9723043933,2021,6612.0,257.0,64.0,0.0,321.0
7725325545,2022,0.0,-17.0,0.0,0.0,-17.0
7725325545,2021,0.0,-1966.0,-183.0,0.0,-2149.0
6950206353,2024,149181.0,1490.0,363.0,0.0,1853.0
6950206353,2023,121850.0,-602.0,151.0,0.0,-451.0
6950206353,2022,11861.0,-19346.0,4836.0,0.0,-14510.0
6950206353,2021,30914.0,663.0,-161.0,0.0,502.0
7610083378,2024,1155.0,-1258.0,8260.0,0.0,7002.0
7610083378,2023,69934.0,-25393.0,18.0,0.0,-25375.0
7610083378,2022,446951.0,744.0,355.0,0.0,1099.0
7610083378,2021,213691.0,608.0,236.0,0.0,844.0
7811523780,2024,427378.0,7113.0,2505.0,0.0,9618.0
7811523780,2023,315847.0,163.0,1880.0,2177.0,4220.0
7811523780,2022,221304.0,357.0,-901.0,0.0,-544.0
7811523780,2021,201522.0,2781.0,-738.0,0.0,2043.0
5406588872,2024,197649.0,436.0,-1084.0,8210.0,7562.0
5406588872,2023,1119220.0,3662.0,-1762.0,7050.0,8950.0
5406588872,2022,1109843.0,19223.0,-1716.0,725.0,18232.0
5406588872,2021,607262.0,21624.0,-2561.0,0.0,19063.0
7724403783,2024,1673298.0,117198.0,-29300.0,1472.0,89370.0
7724403783,2023,1200188.0,105760.0,-26413.0,1993.0,81340.0
7724403783,2022,820136.0,59994.0,-14999.0,7875.0,52870.0
7724403783,2021,771869.0,49841.0,-12460.0,3144.0,40525.0
5074018918,2024,27565.0,2573.0,0.0,0.0,2573.0
5074018918,2023,27250.0,3754.0,0.0,0.0,3754.0
5074018918,2022,18630.0,5107.0,0.0,0.0,5107.0
5074018918,2021,33400.0,2846.0,0.0,0.0,2846.0
7813418990,2024,284573.0,1089.0,948.0,0.0,2037.0
7813418990,2023,148748.0,1688.0,717.0,0.0,2405.0
7813418990,2022,158310.0,427.0,576.0,0.0,1003.0
7813418990,2021,162496.0,254.0,493.0,0.0,747.0
9704063606,2024,334488.0,3955.0,-7145.0,14821.0,11631.0
9704063606,2023,525768.0,8417.0,-4560.0,5029.0,8886.0
9704063606,2022,1929846.0,20242.0,-6185.0,1153.0,15210.0
9704063606,2021,188690.0,431.0,-327.0,0.0,104.0
5248021735,2024,27119.0,-4686.0,-865.0,0.0,-5551.0
5248021735,2023,25506.0,471.0,-754.0,0.0,-283.0
5248021735,2022,24212.0,-2496.0,-803.0,0.0,-3299.0
5248021735,2021,27486.0,-554.0,-1011.0,0.0,-1565.0
5408240992,2024,738.0,17187.0,-2548.0,457.0,15096.0
5408240992,2023,49286.0,1513.0,-579.0,455.0,1389.0
5408240992,2022,190667.0,13439.0,-3395.0,6044.0,16088.0
5408240992,2021,3502.0,169.0,-89.0,3632.0,3712.0
6316121027,2024,1480994.0,30315.0,-8578.0,7640.0,29377.0
6316121027,2023,739667.0,16231.0,-4090.0,2443.0,14584.0
6316121027,2022,432769.0,10317.0,-2885.0,4665.0,12097.0
6316121027,2021,758790.0,24306.0,-5980.0,230.0,18556.0
2536244179,2024,91444.0,25743.0,-454.0,400.0,25689.0
2536244179,2023,69955.0,10173.0,-350.0,0.0,9823.0
2536244179,2022,69114.0,12383.0,-1226.0,0.0,11157.0
2536244179,2021,57507.0,3124.0,-858.0,0.0,2266.0
7705952428,2024,7993.0,62.0,15.0,0.0,77.0
7705952428,2023,0.0,11.0,3.0,0.0,14.0
7705952428,2022,0.0,-25.0,7.0,0.0,-18.0
7705952428,2021,0.0,-1326.0,-787.0,0.0,-2113.0
5005029010,2024,70433.0,4104.0,-1222.0,0.0,2882.0
5005029010,2023,69401.0,6164.0,-2072.0,0.0,4092.0
5005029010,2022,44493.0,3882.0,-799.0,0.0,3083.0
5005029010,2021,36827.0,1304.0,-174.0,0.0,1130.0
2460092830,2024,162967.0,257.0,0.0,1630.0,1887.0
2460092830,2023,108870.0,39.0,58.0,2519.0,2616.0
2460092830,2022,134172.0,36.0,68.0,954.0,1058.0
2460092830,2021,93580.0,70.0,48.0,809.0,927.0
7722357605,2024,0.0,-2202.0,0.0,0.0,-2202.0
7722357605,2023,0.0,-2217.0,0.0,0.0,-2217.0
7722357605,2022,0.0,0.0,0.0,0.0,0.0
7722357605,2021,13304.0,91.0,-23.0,29.0,97.0
5505222540,2024,13171.0,-3799.0,-3733.0,0.0,-7532.0
5505222540,2023,16148.0,-20272.0,-4567.0,0.0,-24839.0
5505222540,2022,14582.0,-29132.0,-2341.0,0.0,-31473.0
5505222540,2021,188301.0,446.0,111.0,0.0,557.0
6325046753,2024,0.0,-49478.0,0.0,0.0,-49478.0
6325046753,2023,0.0,0.0,0.0,0.0,0.0
6325046753,2022,7711.0,0.0,-87.0,0.0,-87.0
6325046753,2021,100769.0,168.0,-365.0,0.0,-197.0
3810068161,2024,156654.0,6087.0,1674.0,0.0,7761.0
3810068161,2023,71463.0,1682.0,517.0,0.0,2199.0
3810068161,2022,63367.0,3642.0,494.0,0.0,4136.0
3810068161,2021,40519.0,-438.0,180.0,0.0,-258.0
5250061809,2024,0.0,0.0,0.0,0.0,0.0
5250061809,2023,6728.0,36.0,-5.0,0.0,31.0
5250061809,2022,762412.0,2184.0,-546.0,0.0,1638.0
5250061809,2021,359310.0,792.0,-198.0,0.0,594.0
7734385830,2025,0.0,0.0,0.0,0.0,0.0
7734385830,2024,0.0,116.0,9.0,0.0,125.0
7734385830,2022,58347.0,-6150.0,0.0,595.0,-5555.0
7734385830,2021,113627.0,-3481.0,9.0,2321.0,-1151.0
5029251415,2024,1941370.0,-1677.0,0.0,12877.0,11200.0
5029251415,2023,0.0,27.0,-6.0,0.0,21.0
5029251415,2022,0.0,-411.0,0.0,0.0,-411.0
5029251415,2021,921373.0,397.0,-99.0,0.0,298.0
7718963804,2024,384788.0,7782.0,1946.0,0.0,9728.0
7718963804,2023,344196.0,3781.0,945.0,0.0,4726.0
7718963804,2022,102088.0,1266.0,317.0,0.0,1583.0
7718963804,2021,27296.0,84.0,39.0,0.0,123.0
5044086491,2024,120034.0,12520.0,4583.0,0.0,17103.0
5044086491,2023,85485.0,2575.0,2792.0,0.0,5367.0
5044086491,2022,88007.0,1704.0,3324.0,0.0,5028.0
5044086491,2021,77626.0,2464.0,4137.0,0.0,6601.0
7714487632,2023,350027.0,30.0,-19.0,0.0,11.0
7714487632,2022,0.0,0.0,0.0,0.0,0.0
6670357871,2024,298127.0,13764.0,-848.0,2165.0,15081.0
6670357871,2023,257383.0,6346.0,-1044.0,1011.0,6313.0
6670357871,2022,150624.0,6004.0,-1212.0,29.0,4821.0
6670357871,2021,78733.0,1960.0,-211.0,48.0,1797.0
7743375429,2022,170350.0,0.0,0.0,0.0,0.0
7705799995,2024,86829.0,-3221.0,960.0,0.0,-2261.0
7705799995,2023,48089.0,-1820.0,176.0,0.0,-1644.0
7705799995,2022,136148.0,14674.0,3372.0,0.0,18046.0
7705799995,2021,145206.0,8619.0,3316.0,0.0,11935.0
268056840,2024,16594.0,10475.0,328.0,524.0,11327.0
268056840,2023,44636.0,30359.0,511.0,554.0,31424.0
268056840,2022,40729.0,28836.0,671.0,0.0,29507.0
268056840,2021,22950.0,12791.0,353.0,0.0,13144.0
242009690,2024,145678.0,3797.0,396.0,1132.0,5325.0
242009690,2023,127365.0,2954.0,288.0,709.0,3951.0
242009690,2022,83201.0,3608.0,234.0,54.0,3896.0
242009690,2021,59144.0,3618.0,214.0,0.0,3832.0
4823057031,2024,209987.0,10546.0,-1903.0,0.0,8643.0
4823057031,2023,194342.0,1460.0,-1113.0,0.0,347.0
4823057031,2022,161371.0,3785.0,-943.0,0.0,2842.0
4823057031,2021,186811.0,8872.0,-2218.0,0.0,6654.0
7743871191,2024,0.0,0.0,0.0,0.0,0.0
7743871191,2023,0.0,0.0,0.0,0.0,0.0
7743871191,2022,0.0,0.0,0.0,0.0,0.0
7743871191,2021,0.0,0.0,0.0,0.0,0.0
7704397203,2024,170052.0,75734.0,-9921.0,0.0,65813.0
7704397203,2023,173185.0,110177.0,-10184.0,0.0,99993.0
7704397203,2022,163182.0,57010.0,-8557.0,0.0,48453.0
7704397203,2021,140735.0,78840.0,-7038.0,0.0,71802.0
3906248694,2024,172201.0,26146.0,4891.0,10.0,31047.0
3906248694,2023,79702.0,11252.0,1028.0,230.0,12510.0
3906248694,2022,153785.0,1246.0,3631.0,107.0,4984.0
3906248694,2021,116853.0,15967.0,1026.0,68.0,17061.0
9109022351,2024,105926.0,-2073.0,-264.0,0.0,-2337.0
9109022351,2023,200715.0,2125.0,-710.0,10272.0,11687.0
9109022351,2022,189702.0,2634.0,-747.0,6926.0,8813.0
9109022351,2021,182061.0,2542.0,-879.0,0.0,1663.0
533011038,2022,243155.0,3776.0,-1037.0,0.0,2739.0
533011038,2021,140900.0,1221.0,-305.0,0.0,916.0
9725096458,2023,46836.0,0.0,0.0,0.0,0.0
9725096458,2022,136471.0,0.0,0.0,0.0,0.0
7203426460,2025,14360.0,1643.0,0.0,0.0,1643.0
7203426460,2024,14479.0,694.0,0.0,0.0,694.0
7203426460,2023,12549.0,1584.0,0.0,0.0,1584.0
7203426460,2022,18306.0,1573.0,0.0,0.0,1573.0
7203426460,2021,26542.0,3856.0,0.0,0.0,3856.0
